팀 컬러,팀 컬러 설명,1단계 적용 조건,2단계 적용 조건,3단계 적용 조건,4단계 적용 조건,1단계 효과,2단계 효과,3단계 효과,4단계 효과,시즌 & 이름
2022 우루과이,2022시즌 우루과이 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,태클 +3 / 가로채기 +3 / 위치 선정 +2 / 밸런스 +2,-,-,-,"['LOL 에딘손 카바니', '22TOTS 다르윈 누녜스', 'SPL 다르윈 누녜스', 'BWC 에딘손 카바니', '22TOTS S. 코아테스', '22TOTS R. 아라우호', '21UCL 다르윈 누녜스', 'BTB 에딘손 카바니', 'FA 에딘손 카바니', 'WC22 페데리코 발베르데', 'SPL R. 아라우호', 'WC22 J. 히메네스', 'WC22 로드리고 벤탕쿠르', 'CAP 디에고 고딘', '21TOTS S. 코아테스', 'BWC 페르난도 무슬레라', 'WC22 에딘손 카바니', 'CAP S. 코아테스', 'BTB 로드리고 벤탕쿠르', '21UCL S. 코아테스', 'SPL M. 올리베라', 'WC22 루카스 토레이라', 'WC22 나이탄 난데스', 'WC22 R. 아라우호', 'MC 에딘손 카바니', 'WC22 마르틴 카세레스', 'WC22 M. 비냐', 'VTR 디에고 고딘', 'BWC 마르틴 카세레스', '21UCL 페데리코 발베르데', 'WC22 페르난도 무슬레라', 'MOG 디에고 고딘', 'UP 로드리고 벤탕쿠르', 'UP 페데리코 발베르데', 'WC22 마티아스 베시노', 'BTB 마르틴 카세레스', '21UCL J. 히메네스', '21NG 다르윈 누녜스', 'LH 에딘손 카바니', 'HOT 디에고 고딘', 'UP 가스톤 페레이로', 'WC22 N. 데라크루스', 'HOT 에딘손 카바니', '19TOTS 에딘손 카바니', 'LH 디에고 고딘', 'MC 가스톤 페레이로', 'WC22 마우로 아람바리', '22PLA 페데리코 발베르데', '20TOTN J. 히메네스', 'MC 로드리고 벤탕쿠르', 'MC 페데리코 발베르데', '20UCL J. 히메네스', '21UCL 에딘손 카바니', 'LH 페르난도 무슬레라', '20UCL 페데리코 발베르데', 'LH 마르틴 카세레스', '22PLA 다르윈 누녜스', 'TC 디에고 고딘', '22PLA J. 히메네스', '21PLA 에딘손 카바니', '19NG 페데리코 발베르데', '21UCL 마티아스 베시노', '21PLA J. 히메네스', '22PLA R. 아라우호', 'OTW M. 고메스', 'TT 에딘손 카바니', 'LH J. 히메네스', 'MC 마르틴 카세레스', '20UCL 로드리고 벤탕쿠르', '22PLA 에딘손 카바니', 'TB 에딘손 카바니', '19PLS 디에고 고딘', '21PLA 페데리코 발베르데', '19PLA 디에고 고딘', '20PLA J. 히메네스', '19UCL 페데리코 발베르데', '19PLA 에딘손 카바니', '20PLA 에딘손 카바니', '19UCL J. 히메네스', '19UCL M. 고메스', '18PLS 디에고 고딘', '20PLA 디에고 고딘', '22PLA 마우로 아람바리', 'PLC 디에고 고딘', 'TB 디에고 고딘', '19PLA J. 히메네스', '20PLA 페데리코 발베르데', '19UCL 에딘손 카바니', '18PLS 에딘손 카바니', '21PLA 디에고 고딘', 'TC J. 히메네스', '21PLA 루카스 토레이라', 'PLC 에딘손 카바니', '19PLS M. 고메스', '20PLA M. 고메스', 'TB J. 히메네스', '19UCL 로드리고 벤탕쿠르', '19PLS 페데리코 발베르데', '20PLA 루카스 토레이라', '19PLA M. 고메스']"
2022 웨일스,2022시즌 웨일스 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,가속력 +3 / 속력 +3 / 몸싸움 +2 / 점프 +2,-,-,-,"['WC22 가레스 베일', 'BTB 가레스 베일', 'EBS 아론 램지', 'EBS 가레스 베일', 'WC22 아론 램지', 'WC22 벤 데이비스', 'WC22 네코 윌리엄스', 'BOE21 가레스 베일', 'VTR 가레스 베일', 'FA 아론 램지', 'WC22 대니얼 제임스', 'EBS 조 앨런', 'EBS 벤 데이비스', 'WC22 해리 윌슨', 'WC22 조 로던', 'WC22 이선 암파두', 'BOE21 아론 램지', 'WC22 키퍼 무어', 'WC22 조 앨런', 'EBS 웨인 헤네시', 'BOE21 대니 워드', 'VTR 아론 램지', 'BOE21 대니얼 제임스', 'WC22 조 모렐', 'WC22 코너 로버츠', 'BOE21 조 로던', 'WC22 대니 워드', 'HOT 가레스 베일', 'EBS 크리스 건터', 'BOE21 조 앨런', 'BOE21 코너 로버츠', 'BOE21 크리스 메팜', 'WC22 크리스 메팜', 'LH 가레스 베일', 'BOE21 벤 데이비스', 'BOE21 조 모렐', 'TC 가레스 베일', 'BOE21 키퍼 무어', 'WC22 브레넌 존슨', 'GR 가레스 베일', '20NG 대니얼 제임스', 'VTR 웨인 헤네시', 'TT 가레스 베일', 'HOT 웨인 헤네시', 'GR 아론 램지', 'LH 아론 램지', '20UCL 아론 램지', 'LH 웨인 헤네시', 'TB 가레스 베일', '20NG 네코 윌리엄스', '20UCL 네코 윌리엄스', 'BOE21 네코 윌리엄스', '20PLA 가레스 베일', '19UCL 가레스 베일', 'BOE21 크리스 건터', '19UCL 벤 데이비스', '18PLS 가레스 베일', 'LH 조 앨런', '19PLA 가레스 베일', '21PLA 가레스 베일', '20NG 이선 암파두', 'TB 아론 램지', 'BOE21 이선 암파두', '20PLA 아론 램지', '22PLA 아론 램지', '19UCL 아론 램지', '22PLA 대니 워드', '21UCL 가레스 베일', '19PLA 아론 램지', '21PLA 대니얼 제임스', 'BOE21 해리 윌슨', 'EBS 대니 워드', 'BOE21 타일러 로버츠', '18PLS 아론 램지', '19PLS 대니얼 제임스', 'TB 벤 데이비스', '19PLS 해리 윌슨', '18PLS 벤 데이비스', '19UCL 이선 암파두', 'LIVE 가레스 베일', 'LIVE 벤 데이비스', 'GR 벤 우드번', 'LIVE 아론 램지', 'LIVE 키퍼 무어', 'LIVE 해리 윌슨', 'LIVE 대니얼 제임스', 'LIVE 대니 워드', 'LIVE 브레넌 존슨', 'LIVE 코너 로버츠', 'LIVE 웨인 헤네시', 'LIVE 톰 로런스', 'LIVE S. 토머스', 'LIVE 조 로던', 'LIVE 이선 암파두', 'LIVE B. 카방고', 'LIVE 조 앨런', 'LIVE 아담 데이비스', 'LIVE 윌 보크스', 'LIVE 타일러 로버츠', 'LIVE 크리스 메팜']"
2022 이란,2022시즌 이란 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,대인 수비 +3 / 몸싸움 +3 / 점프 +2 / 골 결정력 +2,-,-,-,"['22TOTS 메흐디 타레미', '21TOTS 메흐디 타레미', 'WC22 S. 아즈문', 'WC22 A. 자한바흐시', 'WC22 메흐디 타레미', '20TOTS 메흐디 타레미', 'WC22 알리 골리자데', 'WC22 M. 모함마디', 'WC22 S. 모하라미', '22PLA S. 아즈문', 'WC22 M. 호세이니', '20UCL 메흐디 타레미', '18PLS A. 자한바흐시', 'LIVE 메흐디 타레미', 'LIVE S. 아즈문', '18 사만 고도스', 'LIVE A. 자한바흐시', 'LIVE 알리 골리자데', '17 에산 하지사피', 'LIVE M. 모함마디', 'LIVE A. 아베자데흐', 'LIVE S. 모하라미', 'LIVE A. 알리푸르', 'LIVE 사만 고도스', 'LIVE M. 호세이니', 'LIVE 에산 하지사피', 'LIVE A. 사야드마네시', '18 S. 모하라미', 'LIVE A. 호세인자데', 'LIVE 알리 카리미', '19 A. 사야드마네시']"
2022 일본,2022시즌 일본 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,짧은 패스 +3 / 민첩성 +3 / 가속력 +2 / 볼 컨트롤 +2,-,-,-,"['SPL 미나미노 다쿠미', '21TOTS 가마다 다이치', 'WC22 미나미노 다쿠미', 'WC22 이토 준야', '21TOTS 이타쿠라 고', 'LOL 구보 다케후사', 'WC22 요시다 마야', 'WC22 엔도 와타루', 'WC22 A. 다나카', 'WC22 H. 모리타', '21UCL 미나미노 다쿠미', 'MC 미나미노 다쿠미', 'WC22 하라구치 겐키', 'WC22 도미야스 다케히로', 'WC22 나카야마 유타', 'WC22 아사노 다쿠마', '19NG 도미야스 다케히로', 'WC22 K. 후루하시', '22PLA 도안 리쓰', 'WC22 가와시마 에이지', 'LH 요시다 마야', '22PLA 엔도 와타루', '22PLA 이토 준야', '19NG 구보 다케후사', '19UCL 미나미노 다쿠미', 'LH 하라구치 겐키', '21PLA 엔도 와타루', 'LH 가와시마 에이지', '22PLA 미나미노 다쿠미', '22PLA 이타쿠라 고', 'GR 도안 리쓰', '22PLA 요시다 마야', '20PLA 엔도 와타루', '19PLS 미나미노 다쿠미', '19PLS 가마다 다이치', 'LIVE 가마다 다이치', 'TB 요시다 마야', '19PLS 구보 다케후사', 'TB 시바사키 가쿠', '19PLS 도미야스 다케히로', '19PLA 도미야스 다케히로', 'LIVE 도안 리쓰', 'LIVE 엔도 와타루', 'LIVE 이토 준야', 'LIVE H. 모리타', 'LIVE 도미야스 다케히로', 'LIVE 미나미노 다쿠미', 'LIVE K. 후루하시', 'LIVE 이타쿠라 고', 'LIVE K. 미토마', 'NHD 가와시마 에이지', 'LIVE R. 하타테', 'LIVE 하라구치 겐키', 'LIVE 아사노 다쿠마', 'LIVE 구보 다케후사', 'LIVE 마에다 다이젠', 'LIVE A. 우에다', 'LIVE 가와시마 에이지', 'LIVE 요시다 마야', 'LIVE A. 오나이우', 'LIVE H. 가와베', 'LIVE 미요시 고지', 'LIVE A. 다나카', 'LIVE 시바사키 가쿠', 'LIVE K. 나카무라', 'LIVE K. 하시모토', 'LIVE S. 무로야', '18 아사노 다쿠마', '19 마에다 다이젠', 'LIVE R. 오가와', 'LIVE K. 엔도', 'LIVE N. 우에다', 'LIVE 나카야마 유타']"
2022 잉글랜드,2022시즌 잉글랜드 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,대인 수비 +3 / 골 결정력 +3 / 민첩성 +2 / 짧은 패스 +2,-,-,-,"['22TOTS 해리 케인', 'BWC 해리 케인', 'WC22 해리 케인', '22TOTS T. 알렉산더-아놀드', '22TOTS 데클런 라이스', '22TOTS 부카요 사카', 'BWC 키어런 트리피어', 'BWC 존 스톤스', '22TOTS 필 포든', '22TOTN 해리 케인', 'LOL 제시 린가드', '22TOTS 코너 갤러거', '22TOTS J. 벨링엄', 'BWC 카일 워커', 'BWC 해리 매과이어', 'BWC 제시 린가드', '21TOTS 해리 케인', 'BTB 라힘 스털링', '22TOTN 메이슨 마운트', 'SPL 라힘 스털링', 'SPL 데클런 라이스', 'SPL J. 벨링엄', 'BWC 라힘 스털링', 'WC22 라힘 스털링', 'WC22 해리 매과이어', '21TOTY T. 알렉산더-아놀드', 'SPL 리스 제임스', '21UCL T. 알렉산더-아놀드', '22TOTS 에런 램즈데일', 'BOE21 해리 케인', '21TOTS 잭 그릴리시', 'CAP 조던 헨더슨', 'BOE21 라힘 스털링', 'BWC 조던 헨더슨', 'WC22 제시 린가드', '21TOTS 메이슨 마운트', 'BTB 카일 워커', '22TOTN 카일 워커', '22TOTN 루크 쇼', '22TOTN T. 알렉산더-아놀드', '22TOTN 필 포든', 'SPL 피카요 토모리', 'SPL E. 스미스 로', 'WC22 캘빈 필립스', 'WC22 메이슨 마운트', 'WC22 데클런 라이스', 'WC22 필 포든', 'BWC 조던 픽포드', 'BOE21 해리 매과이어', '22TOTN 잭 그릴리시', '22TOTN 데클런 라이스', 'LOL 코너 갤러거', '21TOTS 루크 쇼', 'BOE21 카일 워커', 'BOE21 루크 쇼', 'BOE21 캘빈 필립스', 'SPL 캘빈 필립스', 'WC22 카일 워커', 'WC22 루크 쇼', 'BOE21 조던 픽포드', '21UCL 리스 제임스', '21TOTN 해리 케인', '21TOTS 제이든 산초', '21TOTS 키어런 트리피어', '21TOTS 존 스톤스', '21TOTS 필 포든', 'BOE21 존 스톤스', 'BTB 존 스톤스', '22TOTN 키어런 트리피어', '22TOTN J. 벨링엄', 'SPL 코너 갤러거', '20UCL 필 포든', '21UCL 필 포든', 'SPL 에런 램즈데일', '20TOTS 제이든 산초', '20TOTY T. 알렉산더-아놀드', '20TOTS T. 알렉산더-아놀드', '21TOTS 데클런 라이스', 'BOE21 메이슨 마운트', 'BOE21 데클런 라이스', '21UCL 조던 헨더슨', '21UCL 라힘 스털링', '21UCL 잭 그릴리시', 'WC22 존 스톤스', 'BOE21 잭 그릴리시', '21NG J. 벨링엄', 'LOL 피카요 토모리', '21UCL 메이슨 마운트', '21TOTN 조던 헨더슨', '20TOTS 조던 헨더슨', 'MOG T. 알렉산더-아놀드', '21TOTN 라힘 스털링', 'BOE21 키어런 트리피어', 'BOE21 부카요 사카', '21UCL 루크 쇼', '21NG 코너 갤러거', '21NG E. 스미스 로', '19UCL 라힘 스털링', '20TOTN 라힘 스털링', '20TOTS 해리 매과이어']"
2022 카메룬,2022시즌 카메룬 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,밸런스 +3 / 몸싸움 +3 / 짧은 패스 +2 / 침착성 +2,-,-,-,"['FA E. 추포-모팅', 'SPL A. 잠보 앙기사', 'WC22 A. 잠보 앙기사', 'CAP 뱅상 아부바카르', 'UP 뱅상 아부바카르', '21UCL J. 옹게네', 'BTB E. 추포-모팅', '20TOTS 앙드레 오나나', 'WC22 K. 토코 에캄비', 'WC22 뱅상 아부바카르', 'WC22 E. 추포-모팅', 'WC22 미카엘 응가되', 'MC 뱅상 아부바카르', '20TOTN 앙드레 오나나', '20UCL E. 추포-모팅', '19TOTS 앙드레 오나나', 'WC22 앙드레 오나나', '22PLA A. 잠보 앙기사', '21UCL E. 추포-모팅', 'WC22 마틴 홍글라', 'WC22 스테판 바오켄', 'WC22 C. 바소고그', 'WC22 누후', 'LH 뱅상 아부바카르', 'UP E. 추포-모팅', 'WC22 J. 카스텔레토', 'WC22 콜린스 파이', 'WC22 J. 레아 실리키', '21UCL 앙드레 오나나', '19UCL K. 토코 에캄비', '22PLA K. 토코 에캄비', '19UCL E. 추포-모팅', 'TB 뱅상 아부바카르', '19PLS K. 토코 에캄비', '21PLA E. 추포-모팅', '19PLA K. 토코 에캄비', '19PLA C. 바소고그', '18PLS K. 토코 에캄비', '19PLS A. 잠보 앙기사', '19PLA E. 추포-모팅', '19PLS 스테판 바오켄', '18PLS E. 추포-모팅', 'LIVE A. 잠보 앙기사', '20 앙드레 오나나', '19PLS J. 카스텔레토', 'LIVE E. 추포-모팅', '18PLS C. 바소고그', 'LIVE 앙드레 오나나', 'LIVE K. 토코 에캄비', 'LIVE 뱅상 아부바카르', 'LIVE 미카엘 응가되', 'LIVE C. 바소고그', 'LIVE 스테판 바오켄', 'LIVE J. 카스텔레토', 'LIVE L. 타왐바', 'LIVE I. 가나고', 'LIVE J. 옹게네', 'LIVE N. 무미 응가말뢰', 'LIVE 아롤 파누치', 'LIVE 마틴 홍글라', 'LIVE J. 오나나', 'LIVE 이반 은에유', 'LIVE 장도 푸크스', 'LIVE J. 레아 실리키', 'LIVE 콜린스 파이', 'LIVE 누후', 'LIVE S. 움 구에', '18 장도 푸크스', 'LIVE 가엘 온두아', 'LIVE D. 에파시', 'LIVE 뒤플렉스 참바', 'LIVE O. 음바이조']"
2022 카타르,2022시즌 카타르 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,골 결정력 +3 / 위치 선정 +3 / 반응 속도 +2 / 슛 파워 +2,-,-,-,"['LIVE 아크람 아피프', 'LIVE H. 알하이도스', 'LIVE A. 알리', 'LIVE A. 하템', 'LIVE B. 쿠키', 'LIVE K. 부디아프', 'LIVE A. 하산', 'LIVE B. 알라위', 'LIVE 사드 시브', 'LIVE T. 살만', 'LIVE M. 문타리', 'LIVE 페드루 미겔', 'LIVE 아심 마디보', 'LIVE I. 모하마드', 'LIVE H. 아메드', 'LIVE A. 알아흐라크', 'LIVE M. 와드', 'LIVE A. 알라엘딘', 'LIVE M. 바르샴', 'LIVE M. 하산', 'LIVE S. 알브레이크', 'LIVE M. 케데르', 'LIVE 알마디 알리', 'LIVE S. 알하지리', 'LIVE Y. 압두리사그', 'LIVE A. 무스타파', 'LIVE A. 수하일']"
2022 캐나다,2022시즌 캐나다 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,가속력 +3 / 민첩성 +3 / 크로스 +2 / 커브 +2,-,-,-,"['22TOTS 알폰소 데이비스', '21TOTY 알폰소 데이비스', '22TOTN 알폰소 데이비스', '21UCL 알폰소 데이비스', 'WC22 조너선 데이비드', '21TOTS 알폰소 데이비스', 'BTB 알폰소 데이비스', '21UCL 조너선 데이비드', 'WC22 알폰소 데이비스', '22TOTN 조너선 데이비드', 'WC22 카일 래린', '20TOTS 알폰소 데이비스', 'CAP 아티바 허친슨', 'WC22 테전 뷰캐넌', 'WC22 스테펜 에우스타키오', '19UCL 알폰소 데이비스', 'WC22 아티바 허친슨', 'WC22 J. 오소리오', 'WC22 주니어 호일렛', 'WC22 M. 케이', '20UCL 알폰소 데이비스', 'WC22 샘 아데커비', 'WC22 리치 라예아', 'WC22 카말 밀러', 'WC22 A. 존스턴', '19NG 조너선 데이비드', 'WC22 스테벤 비토리아', '22PLA 알폰소 데이비스', '19NG 알폰소 데이비스', '22PLA 조너선 데이비드', '21PLA 알폰소 데이비스', '21KL 도넬리 헨리', '20PLA 알폰소 데이비스', '21PLA 조너선 데이비드', '20PLA 조너선 데이비드', '19PLS 알폰소 데이비스', '20KL 도넬리 헨리', 'LIVE 알폰소 데이비스', 'LIVE 조너선 데이비드', 'LIVE 밀란 보르얀', 'LIVE J. 오소리오', 'LIVE 카일 래린', 'LIVE 스테펜 에우스타키오', 'LIVE L. 카발리니', 'LIVE 맥심 크레퓨', 'LIVE 아티바 허친슨', 'LIVE 이케 어그보', 'LIVE 주니어 호일렛', 'LIVE M. 케이', 'LIVE 테전 뷰캐넌', 'LIVE 데인 생클레어', 'LIVE 카말 밀러', 'LIVE 사뮈엘 피에트', 'LIVE A. 존스턴', 'LIVE 스테벤 비토리아', 'LIVE 리치 라예아', 'LIVE S. 케네디', 'LIVE 도넬리 헨리', 'LIVE 샘 아데커비', 'LIVE 리엄 밀러', 'LIVE J. 워터먼', 'LIVE D. 워더스푼', 'LIVE D. 코넬리우스', 'LIVE Z. 브로-기야르', 'LIVE 리엄 프레이저', 'LIVE I. 코네', 'LIVE J. 샤플버그', '18 이케 어그보']"
2022 코스타리카,2022시즌 코스타리카 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,태클 +3 / 점프 +3 / 스태미너 +2 / 위치 선정 +2,-,-,-,"['BTB 케일러 나바스', '21TOTS 케일러 나바스', '21TOTN 케일러 나바스', 'WC22 케일러 나바스', 'VTR 케일러 나바스', '21UCL 케일러 나바스', '19UCL 케일러 나바스', '20UCL 케일러 나바스', 'OTW 케일러 나바스', 'MC 케일러 나바스', 'TC 케일러 나바스', 'LH 케일러 나바스', 'UP 케일러 나바스', '21PLA 케일러 나바스', 'WC22 F. 칼보', 'WC22 R. 마타리타', '20PLA 케일러 나바스', 'WC22 오스카르 두아르테', 'WC22 조나탄', '19PLA 케일러 나바스', 'WC22 B. 오비에도', 'WC22 랜들 레알', 'WC22 루이스 디아스', 'TB 케일러 나바스', '19PLS 케일러 나바스', '18PLS 케일러 나바스', 'NHD 케일러 나바스', 'LH 오스카르 두아르테', 'LIVE 케일러 나바스', 'TB 오스카르 두아르테', 'LIVE 오스카르 두아르테', 'LIVE F. 칼보', 'LIVE 랜들 레알', 'LIVE R. 마타리타', 'LIVE 조나탄', 'LIVE 루이스 디아스', 'LIVE M. 우갈데', 'LIVE J. 베넷', 'LIVE 아리엘 라시터', 'LIVE 알란 크루스', '17 랜들 레알', 'LIVE B. 오비에도', '18 아리엘 라시터', 'LIVE F. 파에론']"
2022 크로아티아,2022시즌 크로아티아 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,짧은 패스 +3 / 크로스 +3 / 긴 패스 +2 / 태클 +2,-,-,-,"['BWC 루카 모드리치', 'BWC 이반 페리시치', 'WC22 루카 모드리치', 'RMCF 루카 모드리치', '22TOTS M. 브로조비치', 'BWC 도마고이 비다', 'SPL 이반 페리시치', 'WC22 이반 페리시치', 'BTB 루카 모드리치', '22TOTS 루카 모드리치', '22TOTS J. 그바르디올', '21UCL 루카 모드리치', '22TOTS 로브로 마예르', 'BTB 마테오 코바치치', '22TOTN 루카 모드리치', 'WC22 마테오 코바치치', 'LOL M. 브로조비치', 'SPL J. 그바르디올', 'BWC M. 브로조비치', 'WC22 M. 브로조비치', 'WC22 J. 그바르디올', 'LOL 이반 페리시치', '21TOTS A. 크라마리치', 'WC22 A. 크라마리치', 'WC22 마리오 파샬리치', 'BOE21 이반 페리시치', 'BOE21 루카 모드리치', 'BWC 마테오 코바치치', 'BWC A. 크라마리치', '21UCL M. 브로조비치', 'BWC 밀란 바델', 'WC22 J. 유라노비치', 'VTR 루카 모드리치', 'MC 루카 모드리치', '21UCL 이반 페리시치', 'WC22 보르나 소사', 'EBS 루카 모드리치', 'LOL 마리오 파샬리치', 'WC22 니콜라 블라시치', 'LH 루카 모드리치', 'WC22 두예 찰레타-차르', '21UCL 마테오 코바치치', '21UCL I. 그르비치', '19TOTY 루카 모드리치', '20TOTS 마테오 코바치치', '21TOTN 마테오 코바치치', '21TOTN A. 크라마리치', '21NG 보르나 소사', 'FA 밀란 바델', 'WC22 요시프 브레칼로', 'BOE21 마테오 코바치치', '21NG J. 그바르디올', 'BWC 두예 찰레타-차르', 'WC22 마르코 리바야', '20TOTN 루카 모드리치', 'UP 마테오 코바치치', 'BOE21 니콜라 블라시치', 'WC22 오르샤', 'BOE21 도마고이 비다', 'BOE21 J. 그바르디올', '22PLA 루카 모드리치', 'BOE21 D. 리바코비치', 'WC22 D. 리바코비치', 'HOT 루카 모드리치', '20UCL 루카 모드리치', '19UCL 마리오 파샬리치', 'TC 루카 모드리치', 'UP 이반 페리시치', '19UCL 마테오 코바치치', 'BOE21 A. 크라마리치', '19UCL 이반 페리시치', 'LH 이반 페리시치', 'MC 마테오 코바치치', '21PLA 루카 모드리치', '18TOTY 루카 모드리치', 'HOT 이반 페리시치', 'BOE21 두예 찰레타-차르', 'BOE21 시메 브르살리코', 'BOE21 J. 유라노비치', '20PLA 루카 모드리치', 'BOE21 M. 브로조비치', 'BOE21 오르샤', '22PLA M. 브로조비치', '20UCL 마테오 코바치치', '19NG 요시프 브레칼로', '21UCL 시메 브르살리코', '22PLA 로브로 마예르', '22PLA 이반 페리시치', '22PLA 마테오 코바치치', 'BOE21 브루노 페트코비치', 'LH 마테오 코바치치', '19PLA 루카 모드리치', 'TB 루카 모드리치', 'GR 마테오 코바치치', '21PLA 마테오 코바치치', 'LH 데얀 로브렌', '21PLA M. 브로조비치', '22PLA J. 그바르디올', '19UCL 루카 모드리치', '21PLA A. 크라마리치']"
