pk,season,season_pk
300231588,LIVE,300
300231591,LIVE,300
300231612,LIVE,300
300231614,LIVE,300
300231615,LIVE,300
300231624,LIVE,300
300231627,LIVE,300
300231628,LIVE,300
300231633,LIVE,300
300231634,LIVE,300
300231638,LIVE,300
300231640,LIVE,300
300231646,LIVE,300
300231652,LIVE,300
300231674,LIVE,300
300231677,LIVE,300
300231678,LIVE,300
300231682,LIVE,300
300231685,LIVE,300
300231691,LIVE,300
300231695,LIVE,300
320231695,20,320
300231695,LIVE,300
320231695,20,320
300231735,LIVE,300
300231743,LIVE,300
300231745,LIVE,300
300231747,LIVE,300
300231749,LIVE,300
300231753,LIVE,300
300231777,LIVE,300
300231786,LIVE,300
300231801,LIVE,300
300231814,LIVE,300
300231821,LIVE,300
300231826,LIVE,300
300231828,LIVE,300
300231835,LIVE,300
300231836,LIVE,300
300231838,LIVE,300
300231840,LIVE,300
300231841,LIVE,300
300231848,LIVE,300
300231861,LIVE,300
300231863,LIVE,300
300231864,LIVE,300
300231866,LIVE,300
300231868,LIVE,300
300231872,LIVE,300
300231874,LIVE,300
300231878,LIVE,300
300231886,LIVE,300
300231887,LIVE,300
300231897,LIVE,300
300231912,LIVE,300
300231913,LIVE,300
300231914,LIVE,300
300231915,LIVE,300
300231917,LIVE,300
319231917,19,319
300231917,LIVE,300
319231917,19,319
300231926,LIVE,300
300231936,LIVE,300
300231941,LIVE,300
300231942,LIVE,300
300231943,LIVE,300
300231946,LIVE,300
300231948,LIVE,300
300231949,LIVE,300
300231951,LIVE,300
300231956,LIVE,300
300231969,LIVE,300
300231985,LIVE,300
300231987,LIVE,300
300232000,LIVE,300
300232007,LIVE,300
300232008,LIVE,300
300232017,LIVE,300
300232053,LIVE,300
300232057,LIVE,300
300232065,LIVE,300
300232067,LIVE,300
300232080,LIVE,300
300232081,LIVE,300
300232082,LIVE,300
300232090,LIVE,300
300232093,LIVE,300
300232094,LIVE,300
300232097,LIVE,300
300232099,LIVE,300
300232102,LIVE,300
300232104,LIVE,300
300232106,LIVE,300
300232107,LIVE,300
300232110,LIVE,300
300232116,LIVE,300
300232117,LIVE,300
300232119,LIVE,300
300232120,LIVE,300
300232130,LIVE,300
300232131,LIVE,300
300232132,LIVE,300
300232134,LIVE,300
300232136,LIVE,300
300232144,LIVE,300
300232148,LIVE,300
300232156,LIVE,300
300232161,LIVE,300
300232162,LIVE,300
300232163,LIVE,300
300232166,LIVE,300
300232174,LIVE,300
300232183,LIVE,300
300232185,LIVE,300
300232193,LIVE,300
300232203,LIVE,300
300232212,LIVE,300
300232216,LIVE,300
300232223,LIVE,300
300232225,LIVE,300
300232226,LIVE,300
300232229,LIVE,300
300232230,LIVE,300
300232232,LIVE,300
300232244,LIVE,300
300232250,LIVE,300
300232252,LIVE,300
300232256,LIVE,300
300232269,LIVE,300
300232270,LIVE,300
300232271,LIVE,300
300232284,LIVE,300
300232293,LIVE,300
300232294,LIVE,300
300232296,LIVE,300
300232308,LIVE,300
300232310,LIVE,300
300232317,LIVE,300
300232332,LIVE,300
300232338,LIVE,300
300232350,LIVE,300
300232358,LIVE,300
300232360,LIVE,300
300232363,LIVE,300
300232381,LIVE,300
300232388,LIVE,300
300232402,LIVE,300
300232406,LIVE,300
300232410,LIVE,300
300232411,LIVE,300
300232412,LIVE,300
300232413,LIVE,300
300232432,LIVE,300
300232437,LIVE,300
300232439,LIVE,300
300232440,LIVE,300
300232444,LIVE,300
300232446,LIVE,300
300232459,LIVE,300
300232477,LIVE,300
300232487,LIVE,300
300232488,LIVE,300
300232498,LIVE,300
300232515,LIVE,300
300232519,LIVE,300
300232520,LIVE,300
300232521,LIVE,300
300232523,LIVE,300
319232523,19,319
300232523,LIVE,300
319232523,19,319
300232526,LIVE,300
300232535,LIVE,300
300232545,LIVE,300
300232549,LIVE,300
300232558,LIVE,300
300232562,LIVE,300
300232580,LIVE,300
300232595,LIVE,300
300232596,LIVE,300
300232599,LIVE,300
300232610,LIVE,300
300232623,LIVE,300
300232624,LIVE,300
300232626,LIVE,300
300232639,LIVE,300
300232642,LIVE,300
300232643,LIVE,300
300232645,LIVE,300
300232646,LIVE,300
300232655,LIVE,300
300232656,LIVE,300
300232658,LIVE,300
300232665,LIVE,300
300232668,LIVE,300
300232669,LIVE,300
300232671,LIVE,300
300232673,LIVE,300
300232674,LIVE,300
300232675,LIVE,300
300232680,LIVE,300
300232691,LIVE,300
300232692,LIVE,300
300232693,LIVE,300
300232695,LIVE,300
300232697,LIVE,300
300232708,LIVE,300
300232709,LIVE,300
300232710,LIVE,300
300232711,LIVE,300
300232729,LIVE,300
300232730,LIVE,300
300232755,LIVE,300
300232756,LIVE,300
300232759,LIVE,300
300232760,LIVE,300
320232760,20,320
300232760,LIVE,300
320232760,20,320
300232769,LIVE,300
319232769,19,319
300232769,LIVE,300
319232769,19,319
300232770,LIVE,300
300232786,LIVE,300
300232801,LIVE,300
300232803,LIVE,300
300232805,LIVE,300
300232811,LIVE,300
300232814,LIVE,300
300232817,LIVE,300
300232823,LIVE,300
300232826,LIVE,300
300232831,LIVE,300
300232832,LIVE,300
300232837,LIVE,300
300232838,LIVE,300
300232839,LIVE,300
300232849,LIVE,300
300232857,LIVE,300
300232859,LIVE,300
300232862,LIVE,300
300232865,LIVE,300
300232870,LIVE,300
300232871,LIVE,300
300232873,LIVE,300
300232888,LIVE,300
300232900,LIVE,300
300232901,LIVE,300
300232905,LIVE,300
300232916,LIVE,300
300232937,LIVE,300
318232937,18,318
300232937,LIVE,300
318232937,18,318
300232938,LIVE,300
300232985,LIVE,300
300232997,LIVE,300
300232999,LIVE,300
300233006,LIVE,300
300233009,LIVE,300
300233011,LIVE,300
300233012,LIVE,300
300233014,LIVE,300
300233017,LIVE,300
300233018,LIVE,300
300233021,LIVE,300
320233021,20,320
300233021,LIVE,300
320233021,20,320
300233022,LIVE,300
318233022,18,318
300233022,LIVE,300
318233022,18,318
300233029,LIVE,300
300233034,LIVE,300
300233040,LIVE,300
300233045,LIVE,300
300233046,LIVE,300
300233047,LIVE,300
300233048,LIVE,300
300233049,LIVE,300
300233050,LIVE,300
300233053,LIVE,300
300233056,LIVE,300
300233057,LIVE,300
300233061,LIVE,300
300233064,LIVE,300
300233075,LIVE,300
300233084,LIVE,300
300233090,LIVE,300
300233092,LIVE,300
300233096,LIVE,300
300233097,LIVE,300
300233098,LIVE,300
300233105,LIVE,300
300233109,LIVE,300
300233113,LIVE,300
300233114,LIVE,300
300233125,LIVE,300
300233139,LIVE,300
300233151,LIVE,300
300233152,LIVE,300
300233162,LIVE,300
300233164,LIVE,300
300233166,LIVE,300
300233178,LIVE,300
300233185,LIVE,300
300233186,LIVE,300
300233195,LIVE,300
300233196,LIVE,300
300233201,LIVE,300
300233207,LIVE,300
300233211,LIVE,300
300233214,LIVE,300
300233215,LIVE,300
300233216,LIVE,300
300233218,LIVE,300
300233222,LIVE,300
300233227,LIVE,300
300233230,LIVE,300
300233231,LIVE,300
300233245,LIVE,300
300233260,LIVE,300
300233265,LIVE,300
300233267,LIVE,300
300233276,LIVE,300
300233279,LIVE,300
300233280,LIVE,300
300233281,LIVE,300
300233282,LIVE,300
300233283,LIVE,300
300233286,LIVE,300
300233288,LIVE,300
300233301,LIVE,300
300233306,LIVE,300
300233314,LIVE,300
300233315,LIVE,300
300233327,LIVE,300
300233329,LIVE,300
300233366,LIVE,300
300233369,LIVE,300
300233373,LIVE,300
300233375,LIVE,300
300233378,LIVE,300
300233396,LIVE,300
300233397,LIVE,300
300233400,LIVE,300
300233401,LIVE,300
300233408,LIVE,300
300233409,LIVE,300
300233410,LIVE,300
300233413,LIVE,300
300233414,LIVE,300
300233419,LIVE,300
300233425,LIVE,300
300233426,LIVE,300
300233437,LIVE,300
300233441,LIVE,300
300233442,LIVE,300
300233445,LIVE,300
300233446,LIVE,300
300233450,LIVE,300
300233451,LIVE,300
300233456,LIVE,300
300233457,LIVE,300
300233461,LIVE,300
300233463,LIVE,300
300233465,LIVE,300
300233467,LIVE,300
300233472,LIVE,300
300233476,LIVE,300
300233478,LIVE,300
300233483,LIVE,300
300233484,LIVE,300
300233486,LIVE,300
300233487,LIVE,300
300233492,LIVE,300
300233493,LIVE,300
300233500,LIVE,300
300233510,LIVE,300
300233512,LIVE,300
300233514,LIVE,300
300233520,LIVE,300
300233544,LIVE,300
300233550,LIVE,300
300233552,LIVE,300
300233556,LIVE,300
300233560,LIVE,300
300233568,LIVE,300
300233572,LIVE,300
300233575,LIVE,300
300233581,LIVE,300
300233582,LIVE,300
300233585,LIVE,300
300233591,LIVE,300
300233602,LIVE,300
300233630,LIVE,300
300233631,LIVE,300
300233642,LIVE,300
300233643,LIVE,300
300233645,LIVE,300
300233655,LIVE,300
300233656,LIVE,300
300233665,LIVE,300
300233667,LIVE,300
320233668,20,320
320233668,20,320
300233671,LIVE,300
300233687,LIVE,300
300233689,LIVE,300
300233691,LIVE,300
300233695,LIVE,300
300233705,LIVE,300
300233707,LIVE,300
300233717,LIVE,300
319233717,19,319
300233717,LIVE,300
319233717,19,319
300233725,LIVE,300
300233727,LIVE,300
300233728,LIVE,300
300233730,LIVE,300
300233731,LIVE,300
300233732,LIVE,300
300233735,LIVE,300
300233737,LIVE,300
300233738,LIVE,300
300233763,LIVE,300
300233767,LIVE,300
300233770,LIVE,300
300233771,LIVE,300
300233772,LIVE,300
300233780,LIVE,300
300233785,LIVE,300
300233790,LIVE,300
300233794,LIVE,300
300233795,LIVE,300
300233800,LIVE,300
300233804,LIVE,300
300233812,LIVE,300
300233814,LIVE,300
300233815,LIVE,300
320233815,20,320
300233815,LIVE,300
320233815,20,320
300233820,LIVE,300
300233825,LIVE,300
300233835,LIVE,300
300233840,LIVE,300
300233841,LIVE,300
300233848,LIVE,300
300233849,LIVE,300
300233851,LIVE,300
300233866,LIVE,300
300233880,LIVE,300
300233881,LIVE,300
300233882,LIVE,300
300233884,LIVE,300
300233885,LIVE,300
300233887,LIVE,300
300233892,LIVE,300
300233897,LIVE,300
300233902,LIVE,300
300233917,LIVE,300
300233926,LIVE,300
300233927,LIVE,300
300233931,LIVE,300
300233932,LIVE,300
300233934,LIVE,300
300233938,LIVE,300
300233941,LIVE,300
300233943,LIVE,300
300233945,LIVE,300
300233946,LIVE,300
300233947,LIVE,300
300233950,LIVE,300
300233953,LIVE,300
300233957,LIVE,300
300233959,LIVE,300
300233960,LIVE,300
300233961,LIVE,300
300233965,LIVE,300
300233968,LIVE,300
300233970,LIVE,300
300234035,LIVE,300
300234039,LIVE,300
300234045,LIVE,300
300234048,LIVE,300
300234050,LIVE,300
300234060,LIVE,300
300234066,LIVE,300
300234070,LIVE,300
300234072,LIVE,300
300234078,LIVE,300
300234087,LIVE,300
300234096,LIVE,300
300234100,LIVE,300
300234102,LIVE,300
300234108,LIVE,300
300234111,LIVE,300
300234112,LIVE,300
300234121,LIVE,300
300234122,LIVE,300
300234128,LIVE,300
300234129,LIVE,300
300234134,LIVE,300
300234147,LIVE,300
300234148,LIVE,300
300234153,LIVE,300
300234155,LIVE,300
300234158,LIVE,300
300234162,LIVE,300
300234164,LIVE,300
300234167,LIVE,300
300234171,LIVE,300
300234173,LIVE,300
300234177,LIVE,300
300234186,LIVE,300
300234195,LIVE,300
300234196,LIVE,300
300234198,LIVE,300
300234199,LIVE,300
300234200,LIVE,300
300234203,LIVE,300
300234205,LIVE,300
300234207,LIVE,300
300234222,LIVE,300
300234223,LIVE,300
300234226,LIVE,300
300234227,LIVE,300
300234228,LIVE,300
300234229,LIVE,300
300234234,LIVE,300
300234236,LIVE,300
300234239,LIVE,300
300234241,LIVE,300
300234249,LIVE,300
300234254,LIVE,300
300234258,LIVE,300
300234260,LIVE,300
300234264,LIVE,300
300234269,LIVE,300
300234276,LIVE,300
300234278,LIVE,300
300234282,LIVE,300
300234284,LIVE,300
300234290,LIVE,300
300234291,LIVE,300
300234293,LIVE,300
300234294,LIVE,300
300234296,LIVE,300
300234300,LIVE,300
300234301,LIVE,300
300234317,LIVE,300
300234319,LIVE,300
300234322,LIVE,300
300234328,LIVE,300
300234332,LIVE,300
300234333,LIVE,300
300234341,LIVE,300
300234350,LIVE,300
300234358,LIVE,300
300234365,LIVE,300
300234371,LIVE,300
300234375,LIVE,300
300234378,LIVE,300
300234379,LIVE,300
300234381,LIVE,300
300234382,LIVE,300
300234383,LIVE,300
300234385,LIVE,300
300234396,LIVE,300
300234399,LIVE,300
300234402,LIVE,300
300234407,LIVE,300
300234413,LIVE,300
300234421,LIVE,300
300234426,LIVE,300
300234457,LIVE,300
300234458,LIVE,300
300234466,LIVE,300
300234468,LIVE,300
300234471,LIVE,300
300234472,LIVE,300
300234476,LIVE,300
300234485,LIVE,300
300234488,LIVE,300
300234489,LIVE,300
300234490,LIVE,300
300234496,LIVE,300
300234497,LIVE,300
300234501,LIVE,300
300234505,LIVE,300
300234512,LIVE,300
300234514,LIVE,300
300234515,LIVE,300
300234522,LIVE,300
300234568,LIVE,300
300234569,LIVE,300
300234570,LIVE,300
300234572,LIVE,300
300234573,LIVE,300
300234574,LIVE,300
300234575,LIVE,300
300234576,LIVE,300
300234577,LIVE,300
300234612,LIVE,300
300234614,LIVE,300
300234624,LIVE,300
300234629,LIVE,300
300234631,LIVE,300
300234638,LIVE,300
300234639,LIVE,300
300234640,LIVE,300
300234641,LIVE,300
300234642,LIVE,300
300234645,LIVE,300
300234654,LIVE,300
300234658,LIVE,300
300234665,LIVE,300
300234667,LIVE,300
300234668,LIVE,300
300234671,LIVE,300
300234677,LIVE,300
300234678,LIVE,300
300234679,LIVE,300
300234683,LIVE,300
300234686,LIVE,300
300234688,LIVE,300
300234706,LIVE,300
300234710,LIVE,300
300234711,LIVE,300
300234716,LIVE,300
300234725,LIVE,300
300234726,LIVE,300
300234727,LIVE,300
300234728,LIVE,300
300234730,LIVE,300
300234733,LIVE,300
300234740,LIVE,300
300234741,LIVE,300
300234742,LIVE,300
300234743,LIVE,300
300234747,LIVE,300
300234748,LIVE,300
300234749,LIVE,300
300234760,LIVE,300
300234769,LIVE,300
300234772,LIVE,300
300234774,LIVE,300
300234777,LIVE,300
300234781,LIVE,300
300234785,LIVE,300
300234789,LIVE,300
300234791,LIVE,300
300234795,LIVE,300
300234796,LIVE,300
300234799,LIVE,300
300234803,LIVE,300
300234814,LIVE,300
300234817,LIVE,300
300234820,LIVE,300
300234824,LIVE,300
300234826,LIVE,300
300234827,LIVE,300
300234831,LIVE,300
300234832,LIVE,300
300234833,LIVE,300
300234834,LIVE,300
300234835,LIVE,300
300234836,LIVE,300
300234841,LIVE,300
300234843,LIVE,300
300234846,LIVE,300
300234848,LIVE,300
300234856,LIVE,300
300234858,LIVE,300
300234860,LIVE,300
300234861,LIVE,300
300234867,LIVE,300
300234870,LIVE,300
300234873,LIVE,300
300234874,LIVE,300
300234875,LIVE,300
300234877,LIVE,300
300234883,LIVE,300
300234889,LIVE,300
300234891,LIVE,300
300234892,LIVE,300
300234894,LIVE,300
300234901,LIVE,300
300234902,LIVE,300
300234903,LIVE,300
300234904,LIVE,300
300234905,LIVE,300
300234906,LIVE,300
300234913,LIVE,300
300234914,LIVE,300
300234915,LIVE,300
300234925,LIVE,300
300234927,LIVE,300
300234930,LIVE,300
300234933,LIVE,300
300234941,LIVE,300
300234942,LIVE,300
300234943,LIVE,300
300234945,LIVE,300
300234947,LIVE,300
300234948,LIVE,300
300234949,LIVE,300
300234955,LIVE,300
300234978,LIVE,300
300234982,LIVE,300
300234983,LIVE,300
300234988,LIVE,300
300234991,LIVE,300
300234994,LIVE,300
300235004,LIVE,300
300235005,LIVE,300
300235008,LIVE,300
300235022,LIVE,300
300235026,LIVE,300
300235028,LIVE,300
300235033,LIVE,300
300235036,LIVE,300
300235042,LIVE,300
300235047,LIVE,300
300235049,LIVE,300
300235051,LIVE,300
300235054,LIVE,300
300235055,LIVE,300
300235056,LIVE,300
300235059,LIVE,300
300235060,LIVE,300
319235060,19,319
300235060,LIVE,300
319235060,19,319
300235069,LIVE,300
300235073,LIVE,300
300235077,LIVE,300
300235088,LIVE,300
300235101,LIVE,300
300235103,LIVE,300
300235126,LIVE,300
300235133,LIVE,300
300235134,LIVE,300
300235135,LIVE,300
300235139,LIVE,300
300235141,LIVE,300
300235143,LIVE,300
300235149,LIVE,300
300235152,LIVE,300
300235155,LIVE,300
318235155,18,318
300235155,LIVE,300
318235155,18,318
300235156,LIVE,300
300235157,LIVE,300
300235160,LIVE,300
300235161,LIVE,300
300235162,LIVE,300
300235163,LIVE,300
300235166,LIVE,300
300235167,LIVE,300
300235172,LIVE,300
300235173,LIVE,300
300235176,LIVE,300
300235184,LIVE,300
300235194,LIVE,300
300235195,LIVE,300
320235195,20,320
300235195,LIVE,300
320235195,20,320
300235201,LIVE,300
319235201,19,319
300235201,LIVE,300
319235201,19,319
300235207,LIVE,300
300235210,LIVE,300
300235212,LIVE,300
300235213,LIVE,300
300235215,LIVE,300
300235216,LIVE,300
300235222,LIVE,300
300235233,LIVE,300
300235236,LIVE,300
300235242,LIVE,300
300235243,LIVE,300
300235244,LIVE,300
300235247,LIVE,300
300235261,LIVE,300
300235266,LIVE,300
300235267,LIVE,300
300235288,LIVE,300
300235290,LIVE,300
300235294,LIVE,300
300235297,LIVE,300
300235303,LIVE,300
300235304,LIVE,300
300235305,LIVE,300
300235312,LIVE,300
300235315,LIVE,300
300235317,LIVE,300
300235320,LIVE,300
300235324,LIVE,300
300235328,LIVE,300
300235336,LIVE,300
300235338,LIVE,300
300235347,LIVE,300
300235353,LIVE,300
300235355,LIVE,300
300235360,LIVE,300
300235371,LIVE,300
300235374,LIVE,300
300235375,LIVE,300
300235389,LIVE,300
300235398,LIVE,300
300235405,LIVE,300
300235407,LIVE,300
300235410,LIVE,300
300235413,LIVE,300
300235421,LIVE,300
300235424,LIVE,300
300235425,LIVE,300
300235432,LIVE,300
300235442,LIVE,300
300235450,LIVE,300
300235454,LIVE,300
300235456,LIVE,300
300235458,LIVE,300
300235460,LIVE,300
300235464,LIVE,300
300235465,LIVE,300
300235467,LIVE,300
300235471,LIVE,300
300235477,LIVE,300
300235493,LIVE,300
300235495,LIVE,300
300235496,LIVE,300
300235499,LIVE,300
320235499,20,320
300235499,LIVE,300
320235499,20,320
300235500,LIVE,300
300235513,LIVE,300
300235514,LIVE,300
300235515,LIVE,300
300235516,LIVE,300
300235519,LIVE,300
300235520,LIVE,300
300235521,LIVE,300
300235522,LIVE,300
300235526,LIVE,300
300235545,LIVE,300
300235553,LIVE,300
300235565,LIVE,300
300235569,LIVE,300
300235570,LIVE,300
300235572,LIVE,300
300235573,LIVE,300
300235580,LIVE,300
300235582,LIVE,300
319235582,19,319
300235582,LIVE,300
319235582,19,319
300235589,LIVE,300
300235590,LIVE,300
300235600,LIVE,300
300235606,LIVE,300
300235618,LIVE,300
300235619,LIVE,300
300235626,LIVE,300
300235629,LIVE,300
300235633,LIVE,300
300235634,LIVE,300
300235636,LIVE,300
300235642,LIVE,300
300235647,LIVE,300
300235652,LIVE,300
300235656,LIVE,300
300235658,LIVE,300
300235661,LIVE,300
300235662,LIVE,300
300235663,LIVE,300
300235670,LIVE,300
300235688,LIVE,300
300235700,LIVE,300
300235704,LIVE,300
300235710,LIVE,300
300235717,LIVE,300
300235719,LIVE,300
300235728,LIVE,300
300235729,LIVE,300
300235735,LIVE,300
300235744,LIVE,300
300235751,LIVE,300
300235755,LIVE,300
300235760,LIVE,300
300235770,LIVE,300
300235771,LIVE,300
300235773,LIVE,300
300235781,LIVE,300
300235782,LIVE,300
300235784,LIVE,300
300235787,LIVE,300
300235790,LIVE,300
300235794,LIVE,300
300235799,LIVE,300
300235800,LIVE,300
300235805,LIVE,300
300235812,LIVE,300
300235813,LIVE,300
300235815,LIVE,300
300235820,LIVE,300
300235824,LIVE,300
300235827,LIVE,300
300235834,LIVE,300
300235840,LIVE,300
300235842,LIVE,300
300235844,LIVE,300
300235849,LIVE,300
300235855,LIVE,300
300235863,LIVE,300
300235866,LIVE,300
300235867,LIVE,300
300235872,LIVE,300
300235875,LIVE,300
300235880,LIVE,300
300235883,LIVE,300
300235885,LIVE,300
300235888,LIVE,300
300235889,LIVE,300
300235890,LIVE,300
300235899,LIVE,300
300235913,LIVE,300
300235915,LIVE,300
300235916,LIVE,300
300235925,LIVE,300
300235927,LIVE,300
300235929,LIVE,300
300235931,LIVE,300
300235932,LIVE,300
318235932,18,318
300235932,LIVE,300
318235932,18,318
300235935,LIVE,300
300235944,LIVE,300
300235945,LIVE,300
300235946,LIVE,300
300235949,LIVE,300
300235955,LIVE,300
300235957,LIVE,300
300235966,LIVE,300
300235970,LIVE,300
300235971,LIVE,300
300235973,LIVE,300
300235981,LIVE,300
300235983,LIVE,300
300235985,LIVE,300
300235987,LIVE,300
300235988,LIVE,300
300235989,LIVE,300
300235991,LIVE,300
300235994,LIVE,300
300235995,LIVE,300
300235996,LIVE,300
300235997,LIVE,300
300236005,LIVE,300
300236007,LIVE,300
300236010,LIVE,300
300236012,LIVE,300
300236015,LIVE,300
300236020,LIVE,300
300236025,LIVE,300
300236027,LIVE,300
300236028,LIVE,300
300236033,LIVE,300
300236037,LIVE,300
300236038,LIVE,300
300236043,LIVE,300
300236045,LIVE,300
300236046,LIVE,300
300236209,LIVE,300
300236213,LIVE,300
320236213,20,320
300236213,LIVE,300
320236213,20,320
300236217,LIVE,300
300236221,LIVE,300
300236222,LIVE,300
300236239,LIVE,300
300236244,LIVE,300
300236245,LIVE,300
300236246,LIVE,300
300236248,LIVE,300
300236252,LIVE,300
300236255,LIVE,300
300236259,LIVE,300
300236276,LIVE,300
300236279,LIVE,300
300236281,LIVE,300
300236288,LIVE,300
300236295,LIVE,300
300236300,LIVE,300
300236304,LIVE,300
300236307,LIVE,300
300236308,LIVE,300
300236310,LIVE,300
300236311,LIVE,300
300236315,LIVE,300
300236316,LIVE,300
300236319,LIVE,300
300236321,LIVE,300
300236330,LIVE,300
300236331,LIVE,300
300236337,LIVE,300
300236338,LIVE,300
300236342,LIVE,300
300236344,LIVE,300
300236345,LIVE,300
318236345,18,318
300236345,LIVE,300
318236345,18,318
300236348,LIVE,300
300236355,LIVE,300
300236357,LIVE,300
300236359,LIVE,300
300236364,LIVE,300
300236365,LIVE,300
300236368,LIVE,300
300236369,LIVE,300
300236379,LIVE,300
300236388,LIVE,300
300236390,LIVE,300
300236399,LIVE,300
300236401,LIVE,300
300236403,LIVE,300
300236405,LIVE,300
300236419,LIVE,300
300236427,LIVE,300
300236432,LIVE,300
300236454,LIVE,300
300236457,LIVE,300
300236458,LIVE,300
300236461,LIVE,300
300236464,LIVE,300
300236465,LIVE,300
300236466,LIVE,300
300236467,LIVE,300
300236471,LIVE,300
300236472,LIVE,300
300236477,LIVE,300
300236480,LIVE,300
300236490,LIVE,300
300236492,LIVE,300
300236496,LIVE,300
300236498,LIVE,300
300236499,LIVE,300
300236506,LIVE,300
300236508,LIVE,300
300236513,LIVE,300
300236515,LIVE,300
300236516,LIVE,300
300236518,LIVE,300
300236524,LIVE,300
300236527,LIVE,300
300236528,LIVE,300
300236529,LIVE,300
300236530,LIVE,300
300236532,LIVE,300
300236533,LIVE,300
300236535,LIVE,300
300236537,LIVE,300
300236541,LIVE,300
300236547,LIVE,300
300236550,LIVE,300
320236550,20,320
300236550,LIVE,300
320236550,20,320
300236551,LIVE,300
300236553,LIVE,300
300236555,LIVE,300
300236556,LIVE,300
300236557,LIVE,300
300236568,LIVE,300
300236571,LIVE,300
300236572,LIVE,300
300236573,LIVE,300
300236579,LIVE,300
300236583,LIVE,300
300236585,LIVE,300
300236586,LIVE,300
300236587,LIVE,300
300236589,LIVE,300
300236591,LIVE,300
300236593,LIVE,300
300236599,LIVE,300
300236600,LIVE,300
300236601,LIVE,300
300236603,LIVE,300
300236610,LIVE,300
300236611,LIVE,300
300236613,LIVE,300
300236621,LIVE,300
300236624,LIVE,300
300236626,LIVE,300
300236627,LIVE,300
300236629,LIVE,300
300236632,LIVE,300
300236634,LIVE,300
300236636,LIVE,300
300236637,LIVE,300
300236649,LIVE,300
300236650,LIVE,300
300236657,LIVE,300
300236662,LIVE,300
300236667,LIVE,300
300236670,LIVE,300
300236671,LIVE,300
300236673,LIVE,300
300236675,LIVE,300
300236681,LIVE,300
300236686,LIVE,300
300236689,LIVE,300
300236690,LIVE,300
300236692,LIVE,300
300236694,LIVE,300
300236695,LIVE,300
300236696,LIVE,300
300236699,LIVE,300
300236703,LIVE,300
300236706,LIVE,300
300236712,LIVE,300
300236716,LIVE,300
300236717,LIVE,300
300236721,LIVE,300
300236723,LIVE,300
300236742,LIVE,300
300236750,LIVE,300
300236751,LIVE,300
300236757,LIVE,300
300236758,LIVE,300
300236760,LIVE,300
300236764,LIVE,300
300236767,LIVE,300
300236772,LIVE,300
300236773,LIVE,300
300236782,LIVE,300
300236786,LIVE,300
300236787,LIVE,300
300236791,LIVE,300
300236792,LIVE,300
300236800,LIVE,300
300236804,LIVE,300
300236817,LIVE,300
300236822,LIVE,300
300236823,LIVE,300
300236829,LIVE,300
300236830,LIVE,300
300236831,LIVE,300
300236832,LIVE,300
300236838,LIVE,300
300236842,LIVE,300
300236845,LIVE,300
300236846,LIVE,300
300236849,LIVE,300
300236859,LIVE,300
300236867,LIVE,300
300236868,LIVE,300
300236875,LIVE,300
300236883,LIVE,300
300236885,LIVE,300
300236890,LIVE,300
300236898,LIVE,300
300236903,LIVE,300
300236914,LIVE,300
300236918,LIVE,300
300236919,LIVE,300
300236920,LIVE,300
300236923,LIVE,300
300236924,LIVE,300
300236935,LIVE,300
300236937,LIVE,300
300236938,LIVE,300
300236940,LIVE,300
300236941,LIVE,300
300236947,LIVE,300
300236987,LIVE,300
300236988,LIVE,300
300236989,LIVE,300
300236993,LIVE,300
300236998,LIVE,300
300237000,LIVE,300
300237003,LIVE,300
300237004,LIVE,300
300237005,LIVE,300
300237010,LIVE,300
300237012,LIVE,300
300237023,LIVE,300
300237024,LIVE,300
300237026,LIVE,300
300237027,LIVE,300
300237030,LIVE,300
300237032,LIVE,300
300237034,LIVE,300
300237039,LIVE,300
300237040,LIVE,300
300237051,LIVE,300
300237055,LIVE,300
300237075,LIVE,300
300237077,LIVE,300
300237081,LIVE,300
300237086,LIVE,300
300237091,LIVE,300
300237093,LIVE,300
300237095,LIVE,300
300237097,LIVE,300
320237097,20,320
300237097,LIVE,300
320237097,20,320
300237098,LIVE,300
300237099,LIVE,300
300237101,LIVE,300
300237102,LIVE,300
300237109,LIVE,300
300237116,LIVE,300
300237118,LIVE,300
300237122,LIVE,300
300237127,LIVE,300
300237132,LIVE,300
300237138,LIVE,300
300237139,LIVE,300
300237152,LIVE,300
300237153,LIVE,300
300237155,LIVE,300
300237161,LIVE,300
300237169,LIVE,300
300237175,LIVE,300
300237176,LIVE,300
300237181,LIVE,300
300237183,LIVE,300
300237184,LIVE,300
300237185,LIVE,300
300237188,LIVE,300
300237198,LIVE,300
300237201,LIVE,300
300237203,LIVE,300
300237204,LIVE,300
300237205,LIVE,300
300237206,LIVE,300
300237207,LIVE,300
300237208,LIVE,300
300237211,LIVE,300
300237213,LIVE,300
300237214,LIVE,300
300237215,LIVE,300
300237217,LIVE,300
300237218,LIVE,300
300237220,LIVE,300
300237221,LIVE,300
300237223,LIVE,300
300237232,LIVE,300
300237238,LIVE,300
300237239,LIVE,300
300237242,LIVE,300
319237242,19,319
300237242,LIVE,300
319237242,19,319
300237245,LIVE,300
300237250,LIVE,300
300237252,LIVE,300
300237253,LIVE,300
300237254,LIVE,300
300237255,LIVE,300
300237256,LIVE,300
300237257,LIVE,300
300237268,LIVE,300
300237283,LIVE,300
300237286,LIVE,300
300237291,LIVE,300
300237295,LIVE,300
300237299,LIVE,300
