팀 컬러,팀 컬러 설명,1단계 적용 조건,2단계 적용 조건,3단계 적용 조건,4단계 적용 조건,1단계 효과,2단계 효과,3단계 효과,4단계 효과,시즌 & 이름
2021 네덜란드,2021시즌 네덜란드 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,가속력 +3 / 볼 컨트롤 +3 / 시야 +2 / 긴 패스 +2,-,-,-,"['COC 뤼크 더용', 'FA 패트릭 반안홀트', 'PLC 퀸시 프로머스', '20UCL 마테이스 더리흐트', '22PLA 프렝키 더용', '19UCL 멤피스 데파이', '20TOTS 멤피스 데파이', 'LIVE 스테번 베르하위스', '19PLS 뤼크 더용', '21NG 코디 각포', 'COC 퀸시 프로머스', '21PLA 스테판 더브레이', '20PLA 멤피스 데파이', 'GR 네이선 아케', 'BOE21 J. 팀버르', '21PLA 덴젤 둠프리스', 'TB 데이비 클라선', 'LIVE 코디 각포', 'COC 데일리 블린트', 'TT 데이비 클라선', '20UCL 마르턴 더론', '20TOTS 오언 베인달', '22PLA 마테이스 더리흐트', '19PLA 데이비 클라선', '19PLA 멤피스 데파이', 'COC 네이선 아케', 'BOE21 도니얼 말런', '21NG J. 팀버르', 'GR 마테이스 더리흐트', '18PLS 데이비 클라선', 'OTW 퀸시 프로머스', '19PLS 패트릭 반안홀트', 'BOE21 스테번 베르하위스', '19PLA 뤼크 더용', '19PLS 바우트 베고르스트', 'BOE21 뤼크 더용', 'COC 스테판 더브레이', 'BOE21 바우트 베고르스트', '19PLS 마테이스 더리흐트', '19PLA 바우트 베고르스트', '20PLA 뤼크 더용', 'BOE21 코디 각포', 'EBS M. 스테켈렌뷔르흐', '21PLA 마르턴 더론', '18PLS 퀸시 프로머스', '19PLS 스테판 더브레이', 'PLC 멤피스 데파이', '19TOTS 프렝키 더용', '20PLA 프렝키 더용', '19PLA 스테판 더브레이', 'TB 조르지뇨 베이날둠', 'OTW 프렝키 더용', '20TOTS 마르코 비조트', '20UCL 프렝키 더용', '21PLA 조르지뇨 베이날둠', '20PLA 마르턴 더론', 'COC 덴젤 둠프리스', 'COC 패트릭 반안홀트', '19NG 도니얼 말런', 'BOE21 M. 스테켈렌뷔르흐', 'COC 조르지뇨 베이날둠', 'TT 조르지뇨 베이날둠', '19PLA 프렝키 더용', '18PLS 바우트 베고르스트', 'TB 스테판 더브레이', '18PLS 멤피스 데파이', '21UCL 덴젤 둠프리스', 'VTR M. 스테켈렌뷔르흐', 'GR 뤼크 더용', 'LH 데일리 블린트', '20PLA 바우트 베고르스트', '20UCL 네이선 아케', 'BWC 팀 크룰', 'BOE21 패트릭 반안홀트', 'COC 마르턴 더론', 'LH 멤피스 데파이', '18PLS 스테판 더브레이', '19TOTS 뤼크 더용', '22PLA 덴젤 둠프리스', 'TC 조르지뇨 베이날둠', '19PLS 팀 크룰', '19PLA 패트릭 반안홀트', '21NG 퇸 코프메이너르스', 'LIVE 멤피스 데파이', 'COC 마테이스 더리흐트', '19UCL 마르턴 더론', '19UCL 프렝키 더용', '19PLA 마르턴 더론', '20NG R. 그라벤베르흐', '20PLA 스테판 더브레이', '19PLS 네이선 아케', 'BWC 조엘 벨트만', '22PLA R. 그라벤베르흐', 'GR 퇸 코프메이너르스', '19PLS 프렝키 더용', '21UCL 네이선 아케', '21PLA 팀 크룰', 'TB 멤피스 데파이', 'BOE21 마테이스 더리흐트', '22PLA 조엘 벨트만', '19PLS 마르턴 더론', 'LH 조르지뇨 베이날둠', '19TOTS 스테번 베르하위스', '20TOTS 스테판 더브레이', 'HOT 스테판 더브레이', '19TOTS 조르지뇨 베이날둠', '21PLA 도니얼 말런', '19PLS 조르지뇨 베이날둠', '20UCL 뤼크 더용', '19PLA 마테이스 더리흐트', 'PLC 네이선 아케', '21PLA 멤피스 데파이', '21PLA 마르코 비조트', '21UCL 데이비 클라선', 'TT 멤피스 데파이', '22PLA 도니얼 말런', '19TOTS 덴젤 둠프리스', 'HOT 바우트 베고르스트', 'LIVE 프렝키 더용', 'BTB 데이비 클라선', 'MOG 조르지뇨 베이날둠', '19UCL 마테이스 더리흐트', 'OTW 뤼크 더용', '20TOTN 조르지뇨 베이날둠', '19TOTS 마테이스 더리흐트', '18PLS 조르지뇨 베이날둠', 'BOE21 퀸시 프로머스', 'COC 멤피스 데파이', 'BOE21 스테판 더브레이', '19TOTS 데일리 블린트', 'BOE21 네이선 아케', 'PLC 조르지뇨 베이날둠', '20PLA 마테이스 더리흐트', '19PLA 네이선 아케', '21PLA 바우트 베고르스트', 'BTB 조엘 벨트만', '22PLA 마르코 비조트', 'BOE21 마르턴 더론', 'BOE21 오언 베인달', '19UCL 조르지뇨 베이날둠', 'BOE21 조엘 벨트만', '21PLA 마테이스 더리흐트', '20UCL 조르지뇨 베이날둠', '19PLA 조르지뇨 베이날둠', 'BOE21 R. 그라벤베르흐', 'LIVE M. 스테켈렌뷔르흐', '18PLS 네이선 아케', 'COC 프렝키 더용', '21PLA 프렝키 더용', 'LH M. 스테켈렌뷔르흐', '19PLS 데이비 클라선', '20PLA 조르지뇨 베이날둠', 'LIVE 마테이스 더리흐트']"
2021 덴마크,2021시즌 덴마크 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,중거리 슛 +3 / 슛 파워 +3 / 긴 패스 +2 / 시야 +2,-,-,-,"['21PLA P. 호이비에르', '19UCL 요아힘 아네르센', '20PLA 크리스티안 에릭센', '19UCL 다니엘 바스', 'LH 시몬 키에르', '19TOTS 크리스티안 에릭센', '22PLA P. 호이비에르', '19UCL 토마스 딜레이니', 'BOE21 요아힘 아네르센', 'GR 크리스티안 에릭센', 'GR 시몬 키에르', '20UCL 유수프 포울센', 'UP N. 보일레센', '19UCL 유수프 포울센', '20UCL 토마스 딜레이니', 'GR A. 크리스텐센', '19PLA 크리스티안 에릭센', '22PLA A. 크리스텐센', 'LH 크리스티안 에릭센', '21 M. 예르겐센', '22PLA 크리스티안 에릭센', '21PLA 시몬 키에르', 'BOE21 A. 코르넬리우스', 'BOE21 C. 뇌르고르', 'MC N. 보일레센', '19PLS 크리스티안 에릭센', 'BOE21 마티아스 옌센', 'LH 카스퍼 슈마이켈', '21PLA 토마스 딜레이니', '21NG 미켈 담스고르', '18PLS 크리스티안 에릭센', 'HOT 크리스티안 에릭센', 'GR 카스퍼 돌베르', 'VTR 시몬 키에르', 'HOT 카스퍼 슈마이켈', 'HOT 유수프 포울센', 'TB 크리스티안 에릭센', '20NG A. 올센', '21UCL 다니엘 바스', '20UCL A. 크리스텐센', '22PLA 카스퍼 슈마이켈', '21PLA 카스퍼 슈마이켈']"
2021 독일,2021시즌 독일 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,몸싸움 +3 / 반응 속도 +3 / 볼 컨트롤 +2 / 긴 패스 +2,-,-,-,"['19PLS 베른트 레노', '20UCL 로빈 고젠스', 'GR 세르주 그나브리', 'UP 일카이 귄도안', '21PLA 마티아스 긴터', '20PLA 마츠 후멜스', '22PLA 베른트 레노', 'TT 토니 크로스', '22PLA 세르주 그나브리', 'MCFC 일카이 귄도안', 'HOT 토마스 뮐러', '20PLA 레온 고레츠카', '19PLS 세르주 그나브리', 'HOT 베른트 레노', '19PLS 니클라스 쥘레', '20PLA 케빈 폴란트', '21UCL 로빈 고젠스', '21TOTN 로빈 고젠스', '20TOTS 요주아 키미히', '20TOTN 카이 하베르츠', '19TOTS 요주아 키미히', '19TOTS 티모 베르너', 'TC 일카이 귄도안', 'BOE21 토마스 뮐러', 'TB 요주아 키미히', 'LH 토니 크로스', '22PLA 요주아 키미히', '21PLA 리로이 자네', 'HOT 니클라스 쥘레', '19PLS 마누엘 노이어', '19UCL M. 할슈텐베르크', 'GR 엠레 잔', '21PLA 마누엘 노이어', '19TOTS M. 할슈텐베르크', '19TOTS 레온 고레츠카', '22PLA 티모 베르너', 'TB 토니 크로스', '21PLA 요나스 호프만', 'TT 일카이 귄도안', 'UP 레온 고레츠카', '20PLA 세르주 그나브리', '19UCL 토니 크로스', '20UCL 토니 크로스', '20UCL 안토니오 뤼디거', 'TB 마누엘 노이어', 'TT 마츠 후멜스', '20PLA 니클라스 쥘레', '18PLS 카이 하베르츠', '20PLA 케빈 트라프', '19UCL 니클라스 쥘레', '22PLA 안토니오 뤼디거', '20PLA 엠레 잔', '20TOTN 마츠 후멜스', '19PLA 리로이 자네', '20UCL 마츠 후멜스', '22PLA 케빈 트라프', '19PLS 카이 하베르츠', '19TOTS 케빈 폴란트', '19PLS 일카이 귄도안', '19PLA 토마스 뮐러', '21PLA 카이 하베르츠', '18PLS 마츠 후멜스', '21TOTN 마티아스 긴터', '22PLA J. 무시알라', '21PLA F. 노이하우스', '19UCL 루카스 클로스터만', 'NHD 토마스 뮐러', 'TC 요주아 키미히', 'OTW 마츠 후멜스', '20TOTN 요주아 키미히', 'TT 베른트 레노', '19TOTS 엠레 잔', '19PLS 토마스 뮐러', '22PLA 마누엘 노이어', 'BOE21 레온 고레츠카', '20TOTS 로빈 고젠스', '21TOTN 토니 크로스', 'BOE21 카이 하베르츠', '20UCL 일카이 귄도안', '22PLA 토마스 뮐러', '19UCL 레온 고레츠카', '20PLA 티모 베르너', '18PLS 마누엘 노이어', 'TB 마츠 후멜스', '20TOTS 카이 하베르츠', 'HOT 티모 베르너', 'BOE21 리로이 자네', '20UCL 니클라스 쥘레', '22PLA 크리스티안 귄터', '21PLA 세르주 그나브리', 'LIVE M. 할슈텐베르크', '19UCL 마츠 후멜스', 'TB 일카이 귄도안', 'GR 리로이 자네', 'WC22 J. 무시알라', 'LIVE 로빈 코흐', '18PLS 토니 크로스', '22PLA 리로이 자네', '19UCL 일카이 귄도안', 'NHD 마츠 후멜스', '20UCL 요주아 키미히', '22PLA 마츠 후멜스', '21TOTN 마츠 후멜스', '19PLA 마누엘 노이어', 'GR 토마스 뮐러', '22PLA 케빈 폴란트', '21PLA 티모 베르너', 'MC 엠레 잔', 'LH 토마스 뮐러', '19UCL 리로이 자네', 'BOE21 일카이 귄도안', '19UCL 요주아 키미히', 'LH 마츠 후멜스', 'BOE21 마누엘 노이어', '21PLA 토니 크로스', '19TOTS 카이 하베르츠', '19UCL 엠레 잔', '19PLA 일카이 귄도안', '20TOTS 토니 크로스', '19PLA 니클라스 쥘레', '22PLA 요나스 호프만', '19PLA 티모 베르너', 'UP 케빈 트라프', 'LH 마누엘 노이어', '20UCL F. 노이하우스', '20PLA 베른트 레노', 'UP 엠레 잔', '19PLS 마티아스 긴터', '19PLA 마츠 후멜스', '19UCL 로빈 고젠스', '20PLA 마티아스 긴터', '19NG F. 노이하우스', '20PLA 요주아 키미히', '19UCL 티모 베르너', '20TOTS 마츠 후멜스', '20UCL 레온 고레츠카', 'TB 토마스 뮐러', 'HOT 요주아 키미히', '20PLA 리로이 자네', 'SPL 마티아스 긴터', '20PLA 카이 하베르츠', '19PLS 마츠 후멜스', '20TOTS 세르주 그나브리', 'BOE21 요주아 키미히', 'TC 마츠 후멜스', '19UCL 토마스 뮐러', '20UCL 리로이 자네', '22PLA 마티아스 긴터', '21PLA 엠레 잔', '21PLA 니클라스 쥘레', '21UCL J. 무시알라', '21PLA 케빈 폴란트', '20UCL 카이 하베르츠', '19PLA 카이 하베르츠', 'GR 마티아스 긴터', 'HOT 마누엘 노이어', 'TC 토마스 뮐러', '21PLA 베른트 레노', 'MC 일카이 귄도안', '21NG J. 무시알라', '19PLS 레온 고레츠카', '20UCL 마티아스 긴터', '22PLA 일카이 귄도안', 'NHD 마누엘 노이어', 'GR 토니 크로스', '19PLS 티모 베르너', '20UCL 티모 베르너', '18PLS 리로이 자네', '22PLA 카이 하베르츠', '19PLS 토니 크로스', 'HOT 케빈 트라프', 'UP 니클라스 쥘레', '22PLA 토니 크로스', 'BOE21 세르주 그나브리', '21PLA 케빈 트라프', 'BOE21 마티아스 긴터', '20UCL 토마스 뮐러', '22PLA 니클라스 쥘레', '21PLA 안토니오 뤼디거', '21PLA 로빈 고젠스', '22PLA 레온 고레츠카', 'BOE21 안토니오 뤼디거', '20UCL 마누엘 노이어', '19PLA 토니 크로스', '21PLA 크리스티안 귄터', '20TOTS 마티아스 긴터', 'TC 토니 크로스', '20PLA 토마스 뮐러', 'TT 마누엘 노이어', '20PLA 로빈 고젠스', 'MCFC 리로이 자네', '18PLS 티모 베르너', 'BOE21 티모 베르너', '19PLS 요주아 키미히', '20UCL 요나스 호프만']"
2021 벨기에,2021시즌 벨기에 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,몸싸움 +3 / 골 결정력 +3 / 시야 +2 / 드리블 +2,-,-,-,"['OTW 에덴 아자르', 'LIVE ', 'HOT 드리스 메르턴스', '19PLA 티보 쿠르투아', 'NHD T. 알데르베이럴트', '21PLA 데니스 프라트', 'LH 악셀 비첼', '20PLA 토마 뫼니에', '19UCL 티보 쿠르투아', '20NG 제레미 도쿠', '18PLS T. 알데르베이럴트', '18PLS 티보 쿠르투아', 'NHD 케빈 더브라위너', '21PLA 악셀 비첼', '22PLA 레안드로 트로사르', 'VTR 얀 베르통언', '22PLA 야니크 카라스코', 'TT 로멜루 루카쿠', 'GR 야니크 카라스코', '21PLA 티보 쿠르투아', '19PLA 에덴 아자르', 'BOE21 유리 틸레만스', '21PLA 데드릭 보야타', 'PLC 드리스 메르턴스', '18PLS 얀 베르통언', 'BOE21 미시 바추아이', 'TT 에덴 아자르', '19UCL 에덴 아자르', 'BOE21 레안더르 덴동커르', 'EBS 제이슨 데나이어', '21PLA 제레미 도쿠', '19PLA 야니크 카라스코', 'BWC 미시 바추아이', 'NHD 얀 베르통언', 'BOE21 야니크 카라스코', 'MOG 티보 쿠르투아', 'BOE21 에덴 아자르', '19PLS 티보 쿠르투아', 'TB 얀 베르통언', '19UCL 케빈 더브라위너', 'MCFC 케빈 더브라위너', 'BOE21 나세르 샤들리', 'HOT 케빈 더브라위너', '21PLA 케빈 더브라위너', '18PLS 드리스 메르턴스', '20PLA 야니크 카라스코', '18PLS 로멜루 루카쿠', '19PLA 유리 틸레만스', 'GR 데니스 프라트', '19TOTS 토르간 아자르', '19TOTS 악셀 비첼', '18PLS 악셀 비첼', '19PLA 토르간 아자르', 'BOE21 악셀 비첼', '21UCL 에덴 아자르', 'NHD 로멜루 루카쿠', '19PLS 로멜루 루카쿠', 'OTW 토르간 아자르', '19UCL 드리스 메르턴스', 'TT 케빈 더브라위너', '18TOTY 케빈 더브라위너', 'LH 티보 쿠르투아', '22PLA 티보 쿠르투아', 'LH T. 알데르베이럴트', 'HOT 로멜루 루카쿠', '21PLA 제이슨 데나이어', 'MC 토마 뫼니에', 'WC22 레안더르 덴동커르', '19TOTS T. 알데르베이럴트', '19PLA 악셀 비첼', 'OTW 로멜루 루카쿠', '19PLS 토르간 아자르', '19PLS T. 알데르베이럴트', '21UCL 로멜루 루카쿠', '19UCL 악셀 비첼', 'BOE21 제이슨 데나이어', '20PLA 토르간 아자르', '20UCL 티보 쿠르투아', '19PLS 드리스 메르턴스', '20PLA 제이슨 데나이어', '20PLA T. 알데르베이럴트', 'BOE21 레안드로 트로사르', '19PLS 토마 뫼니에', 'LH 로멜루 루카쿠', 'GR 로멜루 루카쿠', '19TOTS 드리스 메르턴스', 'OTW 레안드로 트로사르', '21PLA 로멜루 루카쿠', '20UCL 야니크 카라스코', 'VTR 나세르 샤들리', 'PLC 에덴 아자르', '21 토마스 베르마엘렌', 'TB 드리스 메르턴스', '20UCL 토마 뫼니에', 'WC22 얀 베르통언', 'EBS 티보 쿠르투아', '19PLS 얀 베르통언', 'VTR 크리스티앙 벤테케', '20PLA 로멜루 루카쿠', 'WC22 티모시 카스타뉴', 'GR 유리 틸레만스', '22PLA 티모시 카스타뉴', '19TOTY 케빈 더브라위너', '18PLS 케빈 더브라위너', 'BOE21 데드릭 보야타', '19UCL 제이슨 데나이어', '19PLS 악셀 비첼', '20PLA 마츠 셀스', '22PLA 마츠 셀스', 'LIVE 케빈 더브라위너', 'LH 드리스 메르턴스', '19PLS 유리 틸레만스', 'MC T. 알데르베이럴트', 'LIVE 토마 뫼니에', '19PLA 케빈 더브라위너', '20UCL 악셀 비첼', '20PLA 케빈 더브라위너', 'EBS 드리스 메르턴스', '20PLA 드리스 메르턴스', 'GR 제이슨 데나이어', 'LH 에덴 아자르', '19UCL 토르간 아자르', 'TB T. 알데르베이럴트', '19UCL 미시 바추아이', '20TOTN 얀 베르통언', 'TT 미시 바추아이', '19UCL T. 알데르베이럴트', '20PLA 유리 틸레만스', 'TC 에덴 아자르', 'GR 티보 쿠르투아', 'NHD 에덴 아자르', '19PLA 얀 베르통언', '20UCL 에덴 아자르', '19PLA 로멜루 루카쿠', 'TT 악셀 비첼', '20PLA 악셀 비첼', 'TC 케빈 더브라위너', '21PLA 에덴 아자르', 'LIVE 나세르 샤들리', 'BWC 야니크 카라스코', '19UCL 야니크 카라스코', 'TB 티보 쿠르투아', '22PLA 악셀 비첼', '19UCL 티모시 카스타뉴', 'LIVE 크리스티앙 벤테케', 'UP 토마 뫼니에', 'LH 케빈 더브라위너', '19PLS 케빈 더브라위너', '21PLA 티모시 카스타뉴', 'LIVE 제레미 도쿠', 'BOE21 드리스 메르턴스', '18PLS 에덴 아자르', '19UCL 토마 뫼니에', 'WC22 시몽 미뇰레', '18PLS 야니크 카라스코', 'GR 에덴 아자르', 'HOT 에덴 아자르', '19PLA T. 알데르베이럴트', '19TOTS 에덴 아자르', '21PLA 토르간 아자르', 'VTR 시몽 미뇰레', '19PLS 레안더르 덴동커르', '22PLA 로멜루 루카쿠', 'TB 로멜루 루카쿠', '20PLA 티보 쿠르투아', 'BOE21 티모시 카스타뉴', '19PLS 미시 바추아이', '19PLA 드리스 메르턴스', 'UP T. 알데르베이럴트', 'TB 토마 뫼니에', 'BOE21 제레미 도쿠', '20TOTN 에덴 아자르', 'TT 크리스티앙 벤테케', '21UCL 야니크 카라스코', '19UCL 얀 베르통언', '21PLA 드리스 메르턴스', '20UCL 토르간 아자르', 'LIVE 데드릭 보야타', 'LH 얀 베르통언', 'TC 티보 쿠르투아', 'BWC 레안더르 덴동커르']"
2021 북마케도니아,2021시즌 북마케도니아 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,위치 선정 +3 / 밸런스 +3 / 가로채기 +2 / 스태미너 +2,-,-,-,"['LH 고란 판데프', '19PLS 에니스 바르디', '19UCL ', 'LIVE ', '19PLA 에니스 바르디', '18PLS 에니스 바르디', '20 조코 자이코프', '20 B. 니콜로프', '19 E. 베이툴라이', 'TC ', '20 D. 아브라모프스키', '19PLS 고란 판데프', '20 V. 스토야노프스키', '19NG 엘리프 엘마스', '22PLA S. 디미트리예프스키', 'UP 고란 판데프', '20 페르한 하사니', '21PLA S. 디미트리예프스키']"
2021 스웨덴,2021시즌 스웨덴 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,스태미너 +3 / 골 결정력 +3 / 긴 패스 +2 / 속력 +2,-,-,-,"['BOE21 ', 'BOE21 필리프 헬란데르', '19UCL 에밀 포르스베리', 'BOE21 알빈 에크달', 'TB 에밀 포르스베리', '21PLA 폰투스 얀손', 'BOE21 P. 벵트손', '19PLS 에밀 포르스베리', 'BOE21 구스타브 스벤손', '20PLA 에밀 포르스베리', 'BOE21 J. 카유스테', 'TT 빅토르 린델뢰프', '18PLS 에밀 포르스베리', '19PLS 로빈 올센', '21UCL ', '19PLA 에밀 포르스베리', '20PLA 데얀 쿨루세브스키']"
2021 스위스,2021시즌 스위스 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,반응 속도 +3 / 침착성 +3 / 민첩성 +2 / 헤더 +2,-,-,-,"['LH 파비안 셰어', '19PLS 그라니트 자카', '22PLA 조르단 로톰바', '20PLA 요나스 오믈린', '20UCL 제르단 샤키리', '19PLS 파비안 셰어', 'COC 얀 조머', '18PLS 제르단 샤키리', '19PLA 아드미르 메흐메디', '22PLA 케빈 음바부', '19UCL 이봉 음보고', '19PLA 니코 엘베디', '22PLA R. 로드리게스', 'TB 그라니트 자카', 'COC 파비안 셰어', '19PLA 그라니트 자카', '20UCL 데니스 자카리아', '21PLA 요나스 오믈린', '19PLS 제르단 샤키리', '19PLA 마누엘 아칸지', '19PLA R. 로드리게스', '20PLA 케빈 음바부', '18PLS 그라니트 자카', '19UCL 제르단 샤키리', 'PLC 얀 조머', '21PLA 케빈 음바부', '19TOTS 케빈 음바부', '19PLS 데니스 자카리아', '21PLA R. 로드리게스', '18PLS 마누엘 아칸지', 'COC 레모 프로일러', 'GR 브릴 엠볼로', '21PLA 제르단 샤키리', '19PLS 아드미르 메흐메디', '22PLA 이봉 음보고', 'TB 얀 조머', 'LH 아드미르 메흐메디', '19PLA 레모 프로일러', '19PLA 파비안 셰어', 'LIVE E. 페르난데스', 'OTW 케빈 음바부', '19PLA 제르단 샤키리', 'LIVE B. 오메라기치', '21PLA 브릴 엠볼로', 'TB 제르단 샤키리', '20PLA 니코 엘베디', '18PLS 얀 조머', '19PLA 데니스 자카리아', '19PLS 레모 프로일러', 'BOE21 로리스 베니토', '21PLA 그레고르 코벨', 'COC R. 로드리게스', 'BOE21 아드미르 메흐메디', 'TT 그라니트 자카', '22PLA 실반 비드머', '21PLA 실반 비드머', '21UCL 하리스 세페로비치', 'LIVE 로리스 베니토', '21PLA 그라니트 자카', 'TB R. 로드리게스']"
2021 스코틀랜드,2021시즌 스코틀랜드 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,속력 +3 / 대인 수비 +3 / 태클 +2 / 슬라이딩 태클 +2,-,-,-,"['18PLS ', 'LIVE 그레그 테일러', '22PLA 체 애덤스', 'LIVE 스테판 오도넬', 'LIVE 스튜어트 암스트롱', '19UCL 빌리 길모어', 'LIVE 존 플렉', 'LIVE 빌리 길모어', '19PLA ', 'LIVE 존 매클로플린', 'LIVE 잭 헨드리', 'LIVE 크레이그 고든', 'LIVE 라이언 프레이저', '21PLA 키어런 티어니', 'LIVE 케빈 니스벳', 'LIVE J. 포레스트', 'LIVE N. 패터슨', 'LIVE 리엄 쿠퍼', 'LIVE R. 크리스티', 'LIVE 체 애덤스', 'LIVE 데이비드 마셜', '20PLA ', 'LIVE 데클런 갤러거', 'LIVE 그랜트 핸리', 'LIVE 스코트 맥켄너']"
2021 스페인,2021시즌 스페인 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,볼 컨트롤 +3 / 짧은 패스 +3 / 민첩성 +2 / 드리블 +2,-,-,-,"['19PLA 조르디 알바', '22PLA 티아고', 'TT 파비안', '19PLA 오야르사발', 'TB 코케', 'BOE21 아다마 트라오레', '20PLA 코케', '19PLA 파블로 사라비아', 'OTW 로드리', 'NHD 세르지오 부스케츠', 'TC 코케', '19TOTS 에므리크 라포르트', '20UCL 로드리', '22PLA 페드리', '19PLA 티아고', 'TT 모라타', '18PLS 파비안', '19UCL 조르디 알바', '19UCL 에므리크 라포르트', 'BOE21 가야', '19PLA 모라타', '19PLA 에므리크 라포르트', 'BOE21 마르코스 요렌테', '20NG 에릭 가르시아', '19PLS 로드리', '19PLA 마르코스 요렌테', 'MC 모라타', '19UCL 다니 올모', '20PLA 모라타', '19PLS 에므리크 라포르트', '18PLS 세르지오 부스케츠', '20UCL 페란 토레스', '21PLA 우나이 시몬', '19PLS 모라타', 'LH 세르지오 부스케츠', '19UCL 세르지오 부스케츠', '20PLA 아스필리쿠에타', '21PLA 가야', '20PLA 아다마 트라오레', '21TOTN 에므리크 라포르트', '18TOTY 데헤아', 'TT 에므리크 라포르트', '19PLA 로드리', '22PLA 로베르트 산체스', '21PLA 아스필리쿠에타', '20UCL 파블로 사라비아', '19PLS 마르코스 요렌테', '21UCL 에므리크 라포르트', '21PLA 로베르트 산체스', '20PLA 제라르 모레노', 'TC 아스필리쿠에타', '21PLA 페드리', '19UCL 코케', 'TC 티아고', 'HOT 아스필리쿠에타', 'TB 티아고', '18PLS 에므리크 라포르트', 'TB 조르디 알바', 'HOT 파블로 사라비아', '19PLS 코케', '19PLA 아스필리쿠에타', 'TB 에므리크 라포르트', 'TT 데헤아', '22PLA 아다마 트라오레', '19PLS 아스필리쿠에타', '20PLA 파비안', '20TOTN 조르디 알바', '20PLA 파블로 사라비아', '20PLA 조르디 알바', '19UCL 아스필리쿠에타', '20PLA 데헤아', 'PLC 데헤아', '22PLA 페란 토레스', '19NG 다니 올모', '19UCL 파블로 사라비아', '20UCL 다니 올모', 'GR 코케', '19TOTS 세르지오 부스케츠', '19TOTY 데헤아', '19UCL 로드리', '19PLS 제라르 모레노', '19TOTS 파비안', '20TOTN 에므리크 라포르트', 'HOT 세르지오 부스케츠', '19PLS 티아고', 'LH 조르디 알바', '18PLS 모라타', 'NHD 데헤아', '21UCL 파블로 사라비아', 'HOT 코케', 'MOG 코케', 'LIVE 페드리', '20UCL 에므리크 라포르트', '19PLA 가야', '22PLA 에므리크 라포르트', '18PLS 로드리', '19TOTS 로드리', '20UCL 세르지오 부스케츠', '19PLS 파블로 사라비아', 'GR 세르지오 부스케츠', 'TC 조르디 알바', 'PLC 세르지오 부스케츠', '22PLA 마르코스 요렌테', '18PLS 티아고', '20UCL 코케', 'BOE21 로드리', '22PLA 조르디 알바', '21PLA 다니 올모', '19PLA 제라르 모레노', '20PLA 로드리', '19PLA 파비안', '20PLA 마르코스 요렌테', 'PLC 코케', '18PLS 파블로 사라비아', '19PLS 다니 올모', '19TOTS 티아고', '20UCL 마르코스 요렌테', '19NG 페란 토레스', '19PLS 우나이 시몬', '18PLS 가야', '22PLA 세르지오 부스케츠', 'GR 티아고', '20PLA 오야르사발', 'WC22 마르코스 요렌테', '18PLS 제라르 모레노', 'GR 에므리크 라포르트', '19TOTS 조르디 알바', '22PLA 로드리', '18PLS 오야르사발', '21PLA 마르코스 요렌테', 'TB 아스필리쿠에타', '21PLA 제라르 모레노', '18PLS 조르디 알바', 'UP 파블로 사라비아', '20NG 페드리', 'TC 세르지오 부스케츠', '22PLA 가야', '19UCL 가야', '19UCL 모라타', 'PLC 티아고', '19PLS 조르디 알바', 'PLC 에므리크 라포르트', 'MCFC 에므리크 라포르트', '20UCL 아스필리쿠에타', '22PLA 제라르 모레노', 'TB 세르지오 부스케츠', '21PLA 아다마 트라오레', '19PLA 코케', '19UCL 마르코스 요렌테', '19UCL 파비안', '21PLA 세르지오 부스케츠', '21PLA 페란 토레스', 'TC 모라타', '19TOTS 파블로 사라비아', '22PLA 오야르사발', '21UCL 코케', 'BOE21 에릭 가르시아', '19TOTS 가야', 'BOE21 오야르사발', 'BOE21 파비안', '20PLA 가야', '20UCL 페드리', '20PLA 다니 올모', '18PLS 코케', 'GR 오야르사발', '19PLS 오야르사발', '18PLS 아스필리쿠에타', '22PLA 파비안', 'GR 데헤아', '21PLA 데헤아', 'BOE21 제라르 모레노', '19PLS 파비안', 'PLC 조르디 알바', '22PLA 데헤아']"
2021 슬로바키아,2021시즌 슬로바키아 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,위치 선정 +3 / 태클 +3 / 적극성 +2 / 반응 속도 +2,-,-,-,"['LH 유라이 쿠츠카', '22TOTS 밀란 슈크리니아르', '21UCL 밀란 슈크리니아르', 'VTR ', '22TOTN 밀란 슈크리니아르', 'CAP 마레크 함시크', '20TOTN ', '21TOTS ']"
2021 오스트리아,2021시즌 오스트리아 국적으로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,크로스 +3 / 스태미너 +3 / 헤더 +2 / 몸싸움 +2,-,-,-,"['LIVE A. 쉬라거', 'LIVE 알레산드로 쇠프']"
